start_date,end_date,years,num_investments,total_invested,final_value,total_return,total_return_pct,cagr,avg_purchase_price,final_price
1998-02-02,2008-02-02,9.998631074606434,120,120000,139246.90001133102,19246.900011331018,16.039083342775847,1.498894826282715,1598.832019424731,1855.27001953125
1998-03-02,2008-03-02,10.001368925393566,120,120000,130360.01597926904,10360.01597926904,8.633346649390866,0.8314061377676429,1606.5693208955709,1745.27001953125
1998-04-02,2008-04-02,10.001368925393566,121,121000,138589.68594939602,17589.685949396022,14.536930536690928,1.3663356511339098,1614.1519073063319,1848.800048828125
1998-05-02,2008-05-02,10.001368925393566,121,121000,147953.83011982255,26953.830119822553,22.275892661010374,2.0311751597891448,1620.8182594189625,1981.8699951171875
1998-06-02,2008-06-02,10.001368925393566,121,121000,149219.897981641,28219.897981641,23.322229736893387,2.118138787988255,1627.3140455714133,2006.8399658203125
1998-07-02,2008-07-02,10.001368925393566,121,121000,134511.18232832727,13511.182328327268,11.166266387047328,1.0640441200949091,1633.7240454678736,1816.1500244140625
1998-08-02,2008-08-02,10.001368925393566,120,120000,133911.44433414532,13911.444334145315,11.59287027845443,1.102755638037034,1636.8071311688532,1826.56005859375
1998-09-02,2008-09-02,10.001368925393566,121,121000,136313.26505577934,15313.265055779339,12.655590955189536,1.1986144967650825,1642.2975539530555,1850.1400146484375
1998-10-02,2008-10-02,10.001368925393566,121,121000,109640.13227846411,-11359.867721535891,-9.388320431021398,-0.9808932865617015,1645.6046201157185,1491.1099853515625
1998-11-02,2008-11-02,10.001368925393566,120,120000,97099.60952725483,-22900.390472745174,-19.083658727287645,-2.094997580600766,1649.580305167612,1334.780029296875
1998-12-02,2008-12-02,10.001368925393566,121,121000,83252.87450206299,-37747.12549793701,-31.19597148589836,-3.6695454985645637,1642.3456945815349,1130.0
1999-01-02,2009-01-02,10.001368925393566,121,121000,93322.7329917385,-27677.267008261493,-22.87377438699297,-2.5634828581828306,1638.4828132426553,1263.699951171875
1999-02-02,2009-02-02,10.001368925393566,121,121000,88659.8890024895,-32340.110997510506,-26.727364460752483,-3.0615592392127855,1631.9189165230891,1195.75
