start_date,end_date_QQQ,years_QQQ,num_investments_QQQ,total_invested_QQQ,final_value_QQQ,total_return_QQQ,total_return_pct_QQQ,xirr_QQQ,simple_cagr_QQQ,cagr_QQQ,avg_purchase_price_QQQ,final_price_QQQ,end_date_TQQQ,years_TQQQ,num_investments_TQQQ,total_invested_TQQQ,final_value_TQQQ,total_return_TQQQ,total_return_pct_TQQQ,xirr_TQQQ,simple_cagr_TQQQ,cagr_TQQQ,avg_purchase_price_TQQQ,final_price_TQQQ,TQQQ_vs_QQQ_value_ratio,TQQQ_vs_QQQ_cagr_diff,TQQQ_outperformed,TQQQ_vs_QQQ_xirr_diff
2012-12-11,2022-12-11,9.998631074606434,120,120000,244633.2220199164,124633.2220199164,103.86101834993032,13.663232741296314,7.383524490436244,13.663232741296314,138.34916102537866,282.0400085449219,2022-12-11,9.998631074606434,120,120000,374168.33803581767,254168.33803581767,211.8069483631814,21.562226617588827,12.045737810132673,21.562226617588827,0.0603032899433212,0.1880298481348711,1.5295074599694205,7.898993876292513,True,7.898993876292513
2013-03-11,2023-03-11,9.998631074606434,120,120000,240370.6544988662,120370.6544988662,100.30887874905515,13.336091108047093,7.1949066997442745,13.336091108047093,144.05252008547313,288.54998779296875,2023-03-11,9.998631074606434,120,120000,338890.43434566044,218890.43434566044,182.4086952880504,19.730769837860045,10.941486192158225,19.730769837860045,0.0666570606607383,0.1882453353293555,1.4098660880721567,6.394678729812952,True,6.394678729812952
2013-06-11,2023-06-11,9.998631074606434,120,120000,283685.87450601644,163685.87450601644,136.40489542168038,16.431383115015855,8.986012276709655,16.431383115015855,149.95459352382315,354.5,2023-06-11,9.998631074606434,120,120000,541480.0089378209,421480.0089378209,351.2333407815174,28.410148737950617,16.265021867100593,28.410148737950617,0.0734158276367889,0.3312766917078831,1.908730950671064,11.978765622934763,True,11.978765622934763
2013-09-11,2023-09-11,9.998631074606434,121,121000,290635.1745175161,169635.1745175161,140.1943591053852,16.796399603477344,9.159488183590048,16.796399603477344,156.94373615797846,376.9700012207031,2023-09-11,9.998631074606434,121,121000,565802.8031876604,444802.8031876604,367.6056224691408,29.157304504348485,16.680194354307964,29.157304504348485,0.0811247130731301,0.3793437195419146,1.9467802000461591,12.360904900871141,True,12.360904900871141
2013-12-11,2023-12-11,9.998631074606434,121,121000,293192.45059749304,172192.45059749304,142.30781041115125,16.962211248953246,9.255171664354078,16.962211248953246,163.23039209613097,395.5199890136719,2023-12-11,9.998631074606434,121,121000,570967.9899173168,449967.9899173168,371.8743718324933,29.33000688878015,16.78629061534489,29.33000688878015,0.0882711824576466,0.4165290877311338,1.947417093290597,12.367795639826905,True,12.367795639826905
2014-03-11,2024-03-11,10.001368925393566,121,121000,312157.42555380694,191157.42555380697,157.98134343289829,18.131866493321333,9.93935797380312,18.131866493321333,169.54327348954362,437.3900146484375,2024-03-11,10.001368925393566,121,121000,685292.2307301052,564292.2307301052,466.35721547942575,32.72718821025805,18.932003769848382,32.72718821025805,0.0949634069098265,0.5378321070988904,2.1953417558922705,14.595321716936716,True,14.595321716936716
2014-06-11,2024-06-11,10.001368925393566,121,121000,321068.168673459,200068.16867345895,165.3455939450074,18.649945261780985,10.249184869629511,18.649945261780985,176.38129280965885,468.0199890136719,2024-06-11,10.001368925393566,121,121000,740604.2525923474,619604.2525923474,512.0696302416095,34.16558549461591,19.85863124944376,34.16558549461591,0.1027949464704611,0.629176648768812,2.30668850061426,15.515640232834926,True,15.515640232834926
2014-09-11,2024-09-11,10.001368925393566,121,121000,309597.76436215447,188597.76436215447,155.86592096045823,17.96780689758567,9.84888674128721,17.96780689758567,183.1506100375159,468.6199951171875,2024-09-11,10.001368925393566,121,121000,647583.6658998898,526583.6658998898,435.1931123139585,31.655846167981704,18.26087287257929,31.655846167981704,0.1100194461098099,0.5888164977856702,2.0916936116579112,13.688039270396033,True,13.688039270396033
2014-12-11,2024-12-11,10.001368925393566,121,121000,337020.20010249905,216020.20010249905,178.52909099380085,19.547896148808753,10.78500128429949,19.547896148808753,190.2566015705521,529.9199829101562,2024-12-11,10.001368925393566,121,121000,835343.3701486861,714343.3701486861,590.3664216104844,36.41120050632525,21.309966047353313,36.41120050632525,0.1176154659879636,0.811977683801601,2.4786151390766205,16.863304357516498,True,16.863304357516498
2015-03-11,2025-03-11,10.001368925393566,121,121000,289067.47184864973,168067.47184864973,138.89873706499978,16.702442387606904,9.097854178267184,16.702442387606904,197.4058180036349,471.6000061035156,2025-03-11,10.001368925393566,121,121000,521181.616594988,400181.616594988,330.72860875618846,27.64412226361491,15.720870317359603,27.64412226361491,0.1250437604618585,0.5385992497737839,1.8029756626088627,10.941679876008006,True,10.941679876008006
2015-06-11,2025-06-11,10.001368925393566,121,121000,314624.74511884747,193624.74511884747,160.02045051144418,18.27544252888562,10.02593560603986,18.27544252888562,204.7569612687439,532.4099731445312,2025-06-11,10.001368925393566,121,121000,625070.5248180071,504070.52481800714,416.5872105933944,31.010740984624892,17.843220834123418,31.010740984624892,0.1326108688774307,0.6850507884775829,1.986717620007577,12.735298455739272,True,12.735298455739272
2015-09-11,2025-09-11,10.001368925393566,121,121000,332270.44044174545,211270.44044174545,174.60366978656648,19.284098854329084,10.62788993572239,19.284098854329084,212.6992758486495,584.0800170898438,2025-09-11,10.001368925393566,121,121000,748177.5542877318,627177.5542877318,518.3285572625882,34.35037461579765,19.9806197028251,34.35037461579765,0.1408724162279563,0.8710543788432703,2.251712650975055,15.066275761468564,True,15.066275761468564
2015-12-11,2025-12-11,10.001368925393566,121,121000,341611.46113918466,220611.46113918463,182.32352160263196,19.802001183503588,10.934986974878049,19.802001183503588,221.5826770432336,625.5800170898438,2025-12-11,10.001368925393566,121,121000,814568.2883448794,693568.2883448794,573.1969325164292,35.94481456925015,21.00487789176548,35.94481456925015,0.151384215651725,1.0191138960814692,2.384487586067832,16.14281338574656,True,16.14281338574656
