Date,Close_Price,Daily_Return_Price,Daily_Return_Price_Pct,Close_TotalReturn,Daily_Return_TotalReturn,Daily_Return_TotalReturn_Pct,Close,Daily_Return,Daily_Return_Pct,Growth_1Dollar,Cumulative_Return,Cumulative_Return_Pct,Growth_1Dollar_Price,Growth_1Dollar_TotalReturn,Rolling_Variance_252d,Rolling_Volatility_252d
2010-02-12,0.2171609997749328,0.004091969725583677,0.40919697255836773,0.2072405368089676,0.004091906721536365,0.40919067215363647,0.2171609997749328,0.004091969725583677,0.40919697255836773,1.0040919697255837,0.004091969725583677,0.40919697255836773,1.0040919697255837,1.0040919067215364,,
2010-02-16,0.2255730032920837,0.0387362534058564,3.8736253405856402,0.2152682840824127,0.038736375600324724,3.8736375600324724,0.2255730032920837,0.0387362534058564,3.8736253405856402,1.0429867307076595,0.04298673070765946,4.298673070765946,1.0429867307076595,1.042986787957548,,
2010-02-17,0.2294010072946548,0.016970133600670234,1.6970133600670234,0.2189213931560516,0.016970029232175943,1.6970029232175943,0.2294010072946548,0.016970133600670234,1.6970133600670234,1.0606863548714947,0.06068635487149465,6.068635487149465,1.0606863548714947,1.0606863042379608,,
2010-02-18,0.2337500005960464,0.018958039254838743,1.8958039254838743,0.223071739077568,0.018958155992356396,1.8958155992356396,0.2337500005960464,0.018958039254838743,1.8958039254838743,1.0807948884242202,0.08079488842422022,8.079488842422023,1.0807948884242202,1.0807949606526601,,
2010-02-19,0.2337500005960464,0.0,0.0,0.223071739077568,0.0,0.0,0.2337500005960464,0.0,0.0,1.0807948884242202,0.08079488842422022,8.079488842422023,1.0807948884242202,1.0807949606526601,,
2010-02-22,0.2321089953184127,-0.007020343415825692,-0.7020343415825692,0.2215056866407394,-0.007020398205996092,-0.7020398205996092,0.2321089953184127,-0.007020343415825692,-0.7020343415825692,1.0732073371454132,0.07320733714541316,7.3207337145413165,1.0732073371454132,1.0732073496498447,,
2010-02-23,0.2230470031499862,-0.03904196886464928,-3.904196886464928,0.2128576338291168,-0.03904212547666519,-3.904212547666519,0.2230470031499862,-0.03904196886464928,-3.904196886464928,1.0313072097032687,0.031307209703268724,3.1307209703268724,1.0313072097032687,1.031307053642336,,
2010-02-24,0.2297919988632202,0.030240243616715956,3.0240243616715956,0.2192945033311844,0.030240256768216955,3.0240256768216955,0.2297919988632202,0.030240243616715956,3.0240243616715956,1.0624941909683712,0.062494190968371166,6.249419096837117,1.0624941909683712,1.0624940437513537,,
2010-02-25,0.2296610027551651,-0.0005700638346989306,-0.05700638346989306,0.2191695123910904,-0.0005699684132312033,-0.05699684132312033,0.2296610027551651,-0.0005700638346989306,-0.05700638346989306,1.0618885014555224,0.06188850145552238,6.188850145552238,1.0618885014555224,1.061888455707169,,
2010-02-26,0.2325260043144226,0.012474915309464985,1.2474915309464985,0.2219036370515823,0.012474931529769862,1.2474931529769862,0.2325260043144226,0.012474915309464985,1.2474915309464985,1.0751354705792746,0.07513547057927461,7.513547057927461,1.0751354705792746,1.075135441484369,,
2010-03-01,0.2425000071525573,0.04289413937826847,4.289413937826847,0.2314220070838928,0.04289415963965437,4.289415963965437,0.2425000071525573,0.04289413937826847,4.289413937826847,1.1212524813048224,0.12125248130482236,12.125248130482236,1.1212524813048224,1.1212524727456499,,
2010-03-02,0.2439579963684082,0.006012326485968611,0.6012326485968611,0.2328133583068847,0.006012181989621723,0.6012181989621723,0.2439579963684082,0.006012326485968611,0.6012326485968611,1.1279938172956294,0.12799381729562942,12.799381729562942,1.1279938172956294,1.1279936466681102,,
2010-03-03,0.2453130036592483,0.0055542647136430645,0.5554264713643065,0.2341064661741256,0.005554268348882063,0.5554268348882063,0.2453130036592483,0.0055542647136430645,0.5554264713643065,1.134258993552242,0.13425899355224202,13.425899355224203,1.134258993552242,1.134258826077539,,
2010-03-04,0.2480210065841674,0.011038970150480276,1.1038970150480276,0.2366907596588134,0.011038966701439223,1.1038966701439223,0.2480210065841674,0.011038970150480276,1.1038970150480276,1.146780044724979,0.14678004472497896,14.678004472497896,1.146780044724979,1.1467798714894226,,
2010-03-05,0.2589839994907379,0.04420187248474128,4.420187248474128,0.2471529841423034,0.04420208249181834,4.420208249181834,0.2589839994907379,0.04420187248474128,4.420187248474128,1.1974698700299584,0.19746987002995842,19.74698700299584,1.1974698700299584,1.1974699299689548,,
2010-03-08,0.2603650093078613,0.005332413661998325,0.5332413661998325,0.2484708726406097,0.005332278316928951,0.5332278316928951,0.2603650093078613,0.005332413661998325,0.5332413661998325,1.2038552747247375,0.20385527472473752,20.385527472473754,1.2038552747247375,1.2038551729117026,,
2010-03-09,0.2649739980697632,0.0177020282954079,1.7702028295407901,0.2528693377971649,0.01770213590756442,1.770213590756442,0.2649739980697632,0.0177020282954079,1.7702028295407901,1.2251659548614908,0.22516595486149082,22.516595486149082,1.2251659548614908,1.2251659807956101,,
2010-03-10,0.2714579999446869,0.024470332644551007,2.4470332644551007,0.2590571343898773,0.024470331779315346,2.4470331779315346,0.2714579999446869,0.024470332644551007,2.4470332644551007,1.2551461733217304,0.2551461733217304,25.51461733217304,1.2551461733217304,1.255146198830409,,
2010-03-11,0.2739579975605011,0.00920951902807654,0.920951902807654,0.2614428997039795,0.00920941752760851,0.920941752760851,0.2739579975605011,0.00920951902807654,0.920951902807654,1.2667054658879544,0.2667054658879544,26.67054658879544,1.2667054658879544,1.2667053642336288,,
2010-03-12,0.2745830118656158,0.0022814238338730863,0.22814238338730863,0.262039452791214,0.002281771996523796,0.2281771996523796,0.2745830118656158,0.0022814238338730863,0.22814238338730863,1.2695953579283286,0.26959535792832856,26.959535792832856,1.2695953579283286,1.2695956970615836,,
2010-03-15,0.272733986377716,-0.006733939857884286,-0.6733939857884286,0.2602748572826385,-0.006734083321344286,-0.6734083321344286,0.272733986377716,-0.006733939857884286,-0.6733939857884286,1.2610459791441901,0.26104597914419014,26.104597914419013,1.2610459791441901,1.2610461338531507,,
2010-03-16,0.2778910100460052,0.018908621315522733,1.8908621315522733,0.2651962637901306,0.01890849757396218,1.890849757396218,0.2778910100460052,0.018908621315522733,1.8908621315522733,1.2848906200252903,0.2848906200252903,28.48906200252903,1.2848906200252903,1.2848906216157674,,
2010-03-17,0.2798179984092712,0.006934331423484874,0.6934331423484874,0.2670352160930633,0.00693430697948294,0.693430697948294,0.2798179984092712,0.006934331423484874,0.6934331423484874,1.2938004774274727,0.29380047742747273,29.380047742747273,1.2938004774274727,1.2938004476211098,,
2010-03-18,0.2826560139656067,0.010142362437260077,1.0142362437260077,0.2697435617446899,0.010142278952011807,1.0142278952011807,0.2826560139656067,0.010142362437260077,1.0142362437260077,1.3069226707910422,0.3069226707910422,30.69226707910422,1.3069226707910422,1.3069225326691207,,
