Date,Adj Close,Close,High,Low,Open,Volume
2010-02-11,0.2063959836959839,0.21627600491046906,0.21744799613952637,0.20278599858283997,0.20343799889087677,6912000
2010-02-12,0.2072405368089676,0.21716099977493286,0.21903599798679352,0.2091670036315918,0.21039099991321564,17203200
2010-02-16,0.21526828408241272,0.22557300329208374,0.22609399259090424,0.21877600252628326,0.22226600348949432,19238400
2010-02-17,0.21892139315605164,0.22940100729465485,0.22945299744606018,0.2251559942960739,0.22859400510787964,38361600
2010-02-18,0.22307173907756805,0.23375000059604645,0.23512999713420868,0.22778600454330444,0.22916699945926666,77721600
2010-02-19,0.22307173907756805,0.23375000059604645,0.2367970049381256,0.2303909957408905,0.2321610003709793,92966400
2010-02-22,0.22150568664073944,0.23210899531841278,0.2365099936723709,0.22947899997234344,0.2365099936723709,50995200
2010-02-23,0.21285763382911682,0.22304700314998627,0.23208299279212952,0.21997399628162384,0.2308329939842224,82252800
2010-02-24,0.2192945033311844,0.22979199886322021,0.23242199420928955,0.2257550060749054,0.22697900235652924,70617600
2010-02-25,0.2191695123910904,0.2296610027551651,0.23122400045394897,0.21799500286579132,0.22244800627231598,91238400
2010-02-26,0.22190363705158234,0.2325260043144226,0.2334900051355362,0.22671900689601898,0.22898399829864502,57600000
2010-03-01,0.23142200708389282,0.24250000715255737,0.24348999559879303,0.2354689985513687,0.2354689985513687,28454400
2010-03-02,0.23281335830688477,0.2439579963684082,0.24921900033950806,0.2433069944381714,0.24463500082492828,48422400
2010-03-03,0.23410646617412567,0.24531300365924835,0.2488279938697815,0.24294300377368927,0.24669300019741058,47961600
2010-03-04,0.23669075965881348,0.24802100658416748,0.24835899472236633,0.24234400689601898,0.2461719959974289,29452800
2010-03-05,0.24715298414230347,0.2589839994907379,0.26012998819351196,0.25195300579071045,0.2533070147037506,26880000
2010-03-08,0.24847087264060974,0.26036500930786133,0.2622399926185608,0.2592189908027649,0.2592189908027649,25344000
2010-03-09,0.2528693377971649,0.2649739980697632,0.2690359950065613,0.25872400403022766,0.2589319944381714,46425600
2010-03-10,0.2590571343898773,0.2714579999446869,0.2730729877948761,0.26515600085258484,0.2653389871120453,40089600
2010-03-11,0.2614428997039795,0.2739579975605011,0.27434900403022766,0.26802098751068115,0.2698180079460144,53913600
2010-03-12,0.262039452791214,0.27458301186561584,0.276978999376297,0.2714320123195648,0.276978999376297,36134400
2010-03-15,0.26027485728263855,0.27273398637771606,0.2746089994907379,0.26692700386047363,0.2727600038051605,42393600
2010-03-16,0.2651962637901306,0.27789101004600525,0.2786720097064972,0.2725520133972168,0.2754170000553131,46579200
2010-03-17,0.26703521609306335,0.27981799840927124,0.2837759852409363,0.2775000035762787,0.2786720097064972,39820800
2010-03-18,0.26974356174468994,0.2826560139656067,0.2835420072078705,0.27893200516700745,0.28078100085258484,52185600
2010-03-19,0.26497194170951843,0.2776559889316559,0.2857550084590912,0.2746880054473877,0.2776559889316559,40051200
2010-03-22,0.2721293866634369,0.2851560115814209,0.2884899973869324,0.2733590006828308,0.2744010090827942,58790400
2010-03-23,0.27782097458839417,0.2911199927330017,0.29174500703811646,0.2826560139656067,0.28710898756980896,55334400
2010-03-24,0.2738690972328186,0.28697898983955383,0.28968799114227295,0.2851560115814209,0.2890630066394806,89241600
2010-03-25,0.27215418219566345,0.28518199920654297,0.29705700278282166,0.2849479913711548,0.29398399591445923,93926400
2010-03-26,0.27357131242752075,0.28666698932647705,0.2921609878540039,0.28216099739074707,0.28924500942230225,84288000
2010-03-29,0.2773236632347107,0.29059898853302,0.2935679852962494,0.2884640097618103,0.2909899950027466,38054400
2010-03-30,0.2802315354347229,0.2936460077762604,0.29617199301719666,0.2876819968223572,0.29299500584602356,39897600
2010-03-31,0.2764543294906616,0.28968799114227295,0.29427099227905273,0.2876819968223572,0.2903650104999542,59558400
2010-04-01,0.2759074866771698,0.2891150116920471,0.29851600527763367,0.28262999653816223,0.29291701316833496,116620800
2010-04-05,0.2838846445083618,0.2974739968776703,0.299219012260437,0.2890630066394806,0.29122400283813477,67584000
2010-04-06,0.28604716062545776,0.2997399866580963,0.30244800448417664,0.2933329939842224,0.29520800709724426,58713600
2010-04-07,0.28443145751953125,0.2980470061302185,0.3019790053367615,0.292838990688324,0.2987239956855774,106252800
2010-04-08,0.28545063734054565,0.29911500215530396,0.3008590042591095,0.2905209958553314,0.2950260043144226,69657600
2010-04-09,0.2905944287776947,0.30450499057769775,0.30523398518562317,0.29778599739074707,0.3001039922237396,58099200
2010-04-12,0.2917625904083252,0.3057290017604828,0.3080730140209198,0.30354198813438416,0.30554699897766113,48806400
2010-04-13,0.2961619198322296,0.3103390038013458,0.31083300709724426,0.3019790053367615,0.3047400116920471,67238400
2010-04-14,0.30659931898117065,0.3212760090827942,0.32153600454330444,0.3141149878501892,0.314765989780426,61094400
